ABLG36971,0.677168137
ABLG36987,0.441495903
ABLG36974,0.65806274
ABLG36968,0.972305359
ABLG36986,0.736132176
ABLG36981,0.777370052
ABLG36978,0.629352464
ABLG36989,0.361022188
ABLG36982,0.698605133
ABLG36972,0.72814002
ABLG36983,0.646999673
ABLG36991,0.283329664
ABLG36973,0.738408986
ABLG36988,0.809551199
ABLG36984,0.871150942
ABLG36990,0.301154158
ABLG36975,0.535322721
ABLG36979,0.532343559
ABLG36970,0.710409704
ABLG36980,0.756349481
ABLG36976,0.954084242
ABLG36977,0.577480233
ABLG36969,0.812876252
ABLG36985,0.451325043
ABLG36993,0.980141952
ABLG36995,0.515800046
ABLG36996,1.018761775
ABLG36998,0.699769365
ABLG37004,1.012129279
ABLG37010,0.859516875
ABLG37000,0.47563126
ABLG37002,0.981587218
ABLG36997,0.644541819
ABLG37009,0.889997951
ABLG37006,0.859620097
ABLG37001,0.885050241
ABLG37012,0.764521513
ABLG37003,0.723228708
ABLG37008,1.071807259
ABLG37014,0.804846962
ABLG37013,0.652645953
ABLG36999,0.850803653
ABLG36992,0.739745716
ABLG36994,0.51578222
ABLG37011,0.756143991
ABLG37015,0.845902206
ABLG37005,1.136319259
ABLG37007,0.457708933
ABLG37017,0.772480333
ABLG37016,0.915031699
ABLG37025,0.851468314
ABLG37035,0.174145976
ABLG37020,0.83557113
ABLG37024,0.633787887
ABLG37023,0.951841303
ABLG37018,0.590798515
ABLG37033,0.253155059
ABLG37026,0.458668581
ABLG37019,0.475336252
ABLG37032,0.267594861
ABLG37027,0.490474413
ABLG37029,0.52943907
ABLG37030,0.753164236
ABLG37022,1.019477865
ABLG37034,0.228983772
ABLG37031,0.688202615
ABLG37021,0.93277109
ABLG37039,0.25915032
ABLG37037,0.254490448
ABLG37028,0.457271167
ABLG37036,0.226097919
ABLG37038,0.290772783
ABLG37041,0.792136701
ABLG37042,0.647609527
ABLG37040,0.623026465
ABLG37043,0.540781386
ABLG37046,0.9387052
ABLG37048,0.628046893
ABLG37045,0.816617099
ABLG37050,0.461098893
ABLG37047,1.020729466
ABLG37049,0.88692375
ABLG37051,0.605303812
ABLG37044,0.375336439
ABLG37055,0.324765105
ABLG37057,0.988287016
ABLG37056,0.678640142
ABLG37058,0.780136625
ABLG37052,0.516679358
ABLG37053,0.584510941
ABLG37062,0.813838926
ABLG37059,0.696764298
ABLG37061,0.612042895
ABLG37060,0.667476566
ABLG37054,0.547693045
ABLG37063,0.736074495
