ABLG8265,0.893569492
ABLG8274,1.993619853
ABLG8256,1.671253737
ABLG8259,1.434009993
ABLG8275,2.465239603
ABLG8279,1.203430144
ABLG8270,1.099419457
ABLG8276,1.915122504
ABLG8263,1.375105892
ABLG8273,1.912080241
ABLG8260,2.555456538
ABLG8253,1.551638814
ABLG8262,1.914166029
ABLG8280,1.966160096
ABLG8257,1.556564111
ABLG8272,2.04587623
ABLG8258,1.728641096
ABLG8266,1.4328747
ABLG8277,1.570061727
ABLG8261,1.661131023
ABLG8267,1.834160311
ABLG8268,2.790902624
ABLG8284,1.703823113
ABLG8287,2.170588155
ABLG8285,2.230169209
ABLG8283,2.442702185
ABLG8286,2.209979891
ABLG8282,3.07942874
ABLG8290,1.101493844
ABLG8295,1.60785359
ABLG8294,2.589551066
ABLG8296,1.531618628
ABLG8288,1.814636046
ABLG8292,2.467808069
ABLG8289,2.22508522
ABLG8291,1.682765246
ABLG8340,2.348758298
ABLG8338,1.625937687
ABLG8339,1.876229625
ABLG8345,1.033871132
ABLG8342,3.167467421
ABLG8341,1.836010151
ABLG8343,2.395766022
ABLG8344,0.621458883
ABLG8293,2.244294305
ABLG8346,1.78537315
ABLG8354,1.681196848
ABLG8351,1.748290792
ABLG8353,2.011257987
ABLG8359,2.401929819
ABLG8348,1.007963522
ABLG8347,2.99866535
ABLG8352,0.833282019
ABLG8350,1.828923876
ABLG8357,1.584592345
ABLG8356,1.609480629
ABLG8355,2.160491659
ABLG8361,2.072838632
ABLG8364,2.667610998
ABLG8360,1.427044808
ABLG8366,1.784567473
ABLG8365,1.581182602
ABLG8362,2.015122
ABLG8363,1.792515746
ABLG8368,1.574591571
ABLG8369,1.993974647
ABLG8367,1.151018844
ABLG8349,1.868542959
ABLG8371,2.0864117
ABLG8370,2.42845448
ABLG8375,0.644389568
ABLG8373,1.373779086
ABLG8377,2.466360924
ABLG8374,1.497929335
ABLG8379,1.776450461
ABLG8380,1.48858603
ABLG8378,1.637201892
ABLG8372,1.453170182
ABLG8381,1.852553897
ABLG8386,1.161894288
ABLG8382,1.376609773
ABLG8391,1.602723499
ABLG8383,1.1242036
ABLG8387,1.360347148
ABLG8376,2.526052042
ABLG8385,1.695160838
ABLG8393,1.623602156
ABLG8394,1.961334303
ABLG8384,1.752717795
ABLG8389,2.412278937
ABLG8388,3.09846408
ABLG8395,2.72452765
ABLG8396,2.188414519
ABLG8397,2.272583321
ABLG8398,2.359101266
ABLG8400,1.913933952
ABLG8405,2.440204544
ABLG8399,1.88463449
ABLG8407,2.345320286
ABLG8406,1.847216559
ABLG8408,2.115295184
ABLG8411,3.559439964
ABLG8401,0.733151306
ABLG8416,2.143837236
ABLG8415,1.032384553
ABLG8414,2.343695846
ABLG8412,2.020726776
ABLG8404,3.455127371
ABLG8421,1.892274061
ABLG8419,2.587447606
ABLG8423,2.796001144
ABLG8418,2.209483077
ABLG8422,3.780203628
ABLG8420,2.575803049
ABLG8425,1.98007568
ABLG8417,2.348271766
ABLG8424,3.12275211
ABLG8426,2.973452703
ABLG8427,3.219579894
ABLG8429,2.266783771
ABLG8428,3.066654029
ABLG8432,3.185972026
ABLG8431,3.057473508
ABLG8430,2.584719137
ABLG8433,1.823372281
ABLG8435,1.583949556
ABLG8442,1.181757375
ABLG8438,1.842792358
ABLG8437,1.783637344
ABLG8439,2.142788745
ABLG8445,1.40612767
ABLG8441,1.603950807
ABLG8450,1.680693247
ABLG8446,1.611185053
ABLG8443,1.94253524
ABLG8444,1.781385164
ABLG8449,1.992214214
ABLG8447,1.319816081
ABLG8436,1.580469725
ABLG8451,1.913294974
ABLG8453,1.829907709
ABLG8452,2.014649407
ABLG8454,1.481781672
ABLG8457,2.02023083
ABLG8459,1.356002876
ABLG8456,1.593030148
ABLG8460,2.073652949
ABLG8455,1.881673972
ABLG8458,1.888046454
ABLG8462,2.111945101
ABLG8461,1.663916119
ABLG8463,1.940921041
ABLG8337,0.741889648
