ABLG34836,0.600879679
ABLG34841,0.915083343
ABLG34828,0.632879949
ABLG34837,0.621263836
ABLG34824,0.927745059
ABLG34821,0.73710481
ABLG34840,0.814217086
ABLG34825,0.975465536
ABLG34833,0.857732505
ABLG34848,0.987342155
ABLG34832,0.872403047
ABLG34822,1.172469975
ABLG34829,0.786123325
ABLG34845,0.69619961
ABLG34842,0.620504159
ABLG34826,0.686769722
ABLG34830,0.881182444
ABLG34839,0.800297961
ABLG34834,0.847569266
ABLG34838,0.811773165
ABLG34827,0.849128543
ABLG34831,0.794068531
ABLG34835,0.846175193
ABLG34823,0.872205788
ABLG34843,0.877328402
ABLG34847,0.777278439
ABLG34846,0.917169844
ABLG34849,0.732165334
ABLG34844,0.759895422
ABLG34850,0.67615782
ABLG34851,0.770308264
ABLG34855,0.837812619
ABLG34856,0.784047303
ABLG34854,0.858649796
ABLG34852,0.787832523
ABLG34863,0.806278805
ABLG34860,0.624007615
ABLG34862,0.943480999
ABLG34859,0.706081223
ABLG34864,0.802687852
ABLG34867,0.892496572
ABLG34853,0.877566543
ABLG34871,0.877501204
ABLG34857,0.758414304
ABLG34866,0.935163247
ABLG34876,0.828439534
ABLG34868,0.651720876
ABLG34875,0.868187847
ABLG34877,0.772681994
ABLG34861,0.776236193
ABLG34870,0.565615648
ABLG34869,0.960308492
ABLG34872,1.109056795
ABLG34858,0.647145235
ABLG34865,0.932092784
ABLG34874,0.873064157
ABLG34873,0.716699625
ABLG34878,0.707942526
ABLG34879,0.677188348
ABLG34880,0.713778947
ABLG34885,0.852478106
ABLG34884,0.733381708
ABLG34886,0.712941987
ABLG34882,0.790681395
ABLG34887,0.635615283
ABLG34893,0.813685243
ABLG34888,0.73737317
ABLG34892,0.732306761
ABLG34894,0.524565164
ABLG34898,0.920926346
ABLG34890,0.587516777
ABLG34891,0.474163195
ABLG34897,0.586944605
ABLG34895,0.620607654
ABLG34889,0.671394917
ABLG34896,0.785727763
ABLG34899,0.893238941
ABLG34904,0.547278617
ABLG34903,0.887356806
ABLG34881,0.849168625
ABLG34900,0.683280499
ABLG34901,0.704190287
ABLG34883,0.866569453
ABLG34902,0.393455505
ABLG34905,1.010693055
ABLG34906,0.812831766
ABLG34907,0.727021067
ABLG34908,0.90412067
ABLG34909,0.849777362
ABLG34911,1.066069735
ABLG34912,0.695560166
ABLG34910,1.111534013
ABLG34913,1.056815018
ABLG34914,0.739651858
ABLG34915,0.984889507
ABLG34916,0.903725277
